id,osm_id,country_a,country_b,geom,length_km,voltage_kv,voltage_class,capacity_mw,bandwidth_mva,ac_dc,status,operator,cables,mode,power_pool,confidence_level,completeness_score,verification_sources,detection_method,source_dataset,carbon_intensity,enriched_at,created_at,commissioned_year,decommissioned_year,project_id,trade_flow_mwh,apg_phase,source_authority,source_urls,last_updated_at
52,592382457,KAZ,RUS,0102000020E61000002A000000DE825B2DE64B514054CFDD0951734B4026EA6058D94B5140B299E89898734B404E475BF07D4B514078C43247A0734B408E57207A524B5140C092AB58FC734B4070D4658C6A4B5140E192889576754B402D697BAA794B514002356BDF92754B40488B3386B94D514094E645DC52774B40F60835432A4D51401233FB3C467F4B404145D5AFF44D51402F2AF3A0EA864B4023C0E95DBC495140E863E3665D904B4036EF93FEB94951400C8E379E74904B408BFD65F7644B514025462AE7E6964B407A9A82EB404E5140DE66E03609A24B40B6A4FED53E525140FD2E6CCD56B14B40A2FEC412205251406814DC5905B84B40C9DAF005F751514067D47C957CC24B40D6181989F5515140F13AD164B5C24B40C4FFC297AE4D5140677DCA3159CB4B40BD0ADFB10E4C51407E9BB45F2DCE4B4079AC1919E449514003A1AB634BD44B400AF65FE7264A514017FCEC365ED64B407ED5DBB0374A5140F9556FC3DED64B40885AE4E83B4A51403A5CAB3DECD64B408FCB1363744A5140ECAEA2F5A6D84B405964E0255D4C51407F1D9320B7E74B408C86E7009C5051405CBC69447AEF4B406E6DE179A9515140E6B397C860F14B40AE5CB928C4515140B73C7BD399F14B40C2D4E0C7E251514063505C44CAF14B40CCB227814D53514036A506E45CF44B40E4B3869C885351403E4162BB7BFA4B40A99729F74C56514022C08EA449FF4B4024A01DCB96565140B42094F771094C40621B4C1EAA595140CA332F87DD0F4C40DEF5E340595C514049D51B5A09114C40131A7739DB5C5140770FD07D39114C405EB642FD535D51400BAA57DB5E114C402752F586565D514076734C71B0114C40D21DC4CE145E51406D3CD862B7134C40A98D452E935E5140265E5441FB134C40A4891CC7B45E5140AEB1F09AFC134C40B24D85D3DD5E5140D673D2FBC6134C40,152.59980447083598,220,HV,,,AC,operational,,3,Land,,High,0.75,{OSM},multi_method,OpenStreetMap,,43:06.6,10:44.7,,,,,,"{OSM,'UN Comtrade'""}""",{},10:44.7
483,,BFA,GHA,0102000020E61000000200000042FA3779DB2E11C065B1039DFF592640495B0DADABFC05C07F90535CDD1D2540,182.44982241762997,,,,,AC,operational,,,Land,WAPP,Medium,0.8,{EnergyData.INFO},energydata_geojson,burkinafasogrid.geojson,,57:45.0,10:45.2,,,,,,{EnergyData.INFO},{},10:45.2
86,621837390,ARG,PRY,0102000020E61000000B000000E79EBF1AB1C34CC00306499F567D39C0BB5285F535C64CC07A991716927C39C04397CBA1A0CF4CC09C018981096B39C01FB4C304DAD94CC0EE98BA2BBB6A39C0F4BF5C8B16DA4CC032152C1F936A39C0F8EDDA94E1DC4CC04241295AB95D39C0A2E6F5717EDD4CC0B41EBE4C145939C070500CDAF5DC4CC0C7889F5AD84E39C06290AADCFADC4CC09A27D714C84E39C04628113C19DD4CC0F69E2523C24E39C022CE797C31DD4CC0F9B1930BDF4E39C0,33.54779267,220,HV,7,7170,AC,operational,,3,Land,CIER,High,0.75,{OSM},multi_method,OpenStreetMap,,36:34.8,10:44.8,,,,,,"{OSM,'UN Comtrade'""}""",{},36:34.8
58,,KAZ,RUS,0102000020E610000003000000EB9F82AFF6D452403B0D2ACCD71E4A4082AE2B6D0EDD52407E2F4E30FB694A40220B74F29DB2534090A983534A9E4A40,294.2951109443747,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.7,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.7
59,,KAZ,RUS,0102000020E610000003000000521BEFBCE9554E406F9E4A52A67E4B4078D24E4BA9C04E40E6BC81BCB6754B4038DBD588BCF14F40C9EF428684854A40,314.8703544535389,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
55,291683338,KAZ,RUS,0102000020E610000026000000039FD5B8ED6248409FD9BFFC5FC24940215DC7139C7048408C99E9036EC24940252026E142764840A29174722BC2494009AC7713D7774840D10259F4F3C24940A20A7F86378F48406802EA72EFC2494066D8CD31C5904840CAB5B28EF4C1494068D36C7940A14840DFC2BAF1EEC14940671E0AB0D9A248409557F844E8C1494068C3ABF6FAB248405EEDCD14DFC149402601C5234CBC48402CC203B97AB74940B6566AACB3CE48404D1F7013A4B749401B56A7B9CBDC4840ED7E15E0BBB7494035762E313BE048409EE3ED5234B84940E58123DCBFEC4840F60604DFD9B9494087003B9226FD48409C8136DEC2B94940978A32C0AA0E49403C8CA438A2B94940CCC86A042C1C49402A920ABEC4B649409FC662409B254940DA4F6B3FBEB4494056664AEB6F2F49406BBCCF4C8BAC4940E3248392B83F49402418BD0974AD49400B6AAE89BB424940672C9ACE4EAE4940054EB6813B434940D174763238AE4940472A42A0E95849408645FB0E34AA4940FA9D81EC505A494037E2C96E66A94940C93D5DDDB15A4940F72EEFBB33A9494052FB63100E5B4940DFCB33E5F9A8494010D5EF1D906149406EC4EE963FA54940BE65F3DD526249407AD7EABCD7A44940E04A766C0463494011FA3EC16AA449406FD575A8A6664940A5D535FF54A24940FA4D17186871494008B76BF8CCA04940D18B7F44B87C494019EDA7B51FA5494022725534317D49402C746F8FEFA4494058C27F5FC87F494037774F79CFA349407D4E8B0B51874940F8C610001CA449401975ADBD4F894940C16D122807A3494044E3E4D9408B49403ED065C5CBA24940393586EFB38B494002CCC69459A24940,177.15745828021662,220,HV,,,AC,operational,,3,Land,,High,0.75,{OSM},multi_method,OpenStreetMap,,43:06.6,10:44.7,,,,,,"{OSM,'UN Comtrade'""}""",{},10:44.7
57,96826945,KAZ,RUS,0102000020E61000003E000000D5480158D3C54C403EF90505EF2249409D5D08837CC94C40E3D8C4138B254940963A6D324FD14C403FC8B260E2324940C138B874CCD14C40FB8CB04DCF3349403C212A430BD44C40ABA0585D3D3849407AEBB24E4BD34C4051F69672BE3D494069A44A3904D34C40B49FD67E7C3F4940EF045669E6D24C40598231C797404940B7B6F0BC54D44C40C55F49A8CF464940B57BA82336D64C40402C4080B14749401D9430D3F6DA4C40463470F6BD484940DFC897AB7ADC4C404D5F19654749494035F33F5475DB4C40BDB1FBE99A4F494009432E8210DE4C407A612129D85049404EE3288AA1E24C40E7F6370DF6524940CD17C5BCD8E24C404FE960FD9F5449404EE08C5022E74C40573D0565BF594940E7EC53443CE84C4062BD512B4C5E494089038D3E8BEA4C404BD9D8DB1C5F494099AC9B9CEBEF4C4035B6D782DE624940447A9B487AF14C40C24362CCA7654940EEFEC23C75F34C405B05D61643694940D8FA7D5AA0F54C40C84A276D056B4940EFBB332438F64C40BD5873DB196C4940746CF3B51DF74C40D8A5FC5A4D6C49407172BF4351F94C4037C87FDCD96C49402414B6FA45FB4C40CADFBDA3C66D494062CBE149C1FB4C405B0E4F0A4E6E49406AA4A5F276FF4C40940FE61B76724940B39EB536E8FE4C407A330F05D874494062855B3E92014D40FAE472CD2E7949408F60996D5D024D40E019C80E857A49408AF5FC1F16074D401F5A7567377C49407A2CC7759D084D403A02B859BC7C4940C987EAF70E094D40D2472A9D597D494055CECDED140A4D40AB5736188F7E49409F5CAED925074D4001101C3CB8824940A0DC5B36DF074D40D6C1662552844940E5B8533A580B4D40C935AA78C8874940E5D94015920B4D40932694748389494080DB6EDD280C4D40A4AA09A2EE89494084FC2257A00C4D40E2A2A4D12E8A4940EE0912DBDD134D40DCCC32D5DD8D4940E2A30FA7DD134D40AD951AEB2C8F494020EC14AB06134D4004C8D0B183904940EC40E77F03144D406CA7F79EDB924940C8EE0225050F4D4039BDE6B0569849404C3E2C8A0D104D408FF172220B9A494044334FAE29144D40F197BB3BD79B4940509F2E9CB5124D400B2362EF6A9F4940D843A09F4E134D40F51A71B7DA9F494024438EAD67184D403476D377C8A34940D6CFF643C71A4D406A0D4A3DB0A649401EDC42FC681B4D40D38ACAE1EEA649400F1A0B54101C4D402A36E675C4A649400A3609394A224D4044FCC3961EA949403CAEFCE88A224D4009C4EBFA05A94940E8F86871C6224D402D9B94DD27A549404A343795FB224D402123FB7B84A44940A6738FB63B234D409077FD3850A44940D8385101E6244D40DC7CC800F5A34940058BC3995F284D40F22E72AA10A24940,148.85919114018495,220,HV,,,AC,operational,Федеральная Сетевая Компания Единой Энергетической Системы,3,Land,,High,0.75,{OSM},multi_method,OpenStreetMap,,43:06.6,10:44.7,,,,,,"{OSM,'UN Comtrade'""}""",{},10:44.7
62,,KAZ,RUS,0102000020E610000003000000CBC6AD81144354405AC3468D7A874940EFE001871D505440EA94971E76D24940D6685DD2666054404D4EF6ED39DF4940,87.50195562745212,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
61,,KAZ,RUS,0102000020E61000000600000016E4C55657D15240E2F2446151E74A404224249ACCE8524078DFA1AB93E44A406920B374EDEA5240F22B20C555DA4A40D279E9DBCDEE5240C5F00E9DBDD94A407D3C4FB5BEF052404ED0B553E2E44A404CA57E35E56E5340B2C11B4523E34A40,177.30683514903578,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
63,,KAZ,RUS,0102000020E610000002000000C0B7853A4B465340F32A1E7799344A40DD148F148AB75340FBF269BB017A4A40,134.01489893413242,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
64,,KAZ,RUS,0102000020E610000003000000EC6586595D4351407D6D7B1F36C14B40A966A70A5B5B5140FF3E3EB0C4674B40DF071C58FE5A5140314C1B3F84274B40,137.2561756893829,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
65,,KAZ,RUS,0102000020E6100000020000002CC8BE8741365140303416CFEEBD4B407EE1DA470F595140CF3FABBD1F294B40,134.03722764475387,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
66,,KAZ,RUS,0102000020E610000005000000D0B6B5FD22025140CD91FB64F7294B40D69B0914865351408A0C94E192224B40B44F79C67A2F51401CB7C11EA8314B402DF9AC28CBED50408960CC491C664B40019C908F06C9504097811FDF88724B40,240.9227412838057,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
67,,KAZ,RUS,0102000020E610000003000000B71ABC7247CD4E40269DCF2140124B40210954C3C7DB4E408BA98691D4124B409F53291288694F40F54DD7304D674A40,173.6983462081582,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
60,,KAZ,RUS,0102000020E610000003000000B75A9F3345794D4037BD2830219D49409C8F05A1C1134D408F0864F2937B49407FDDF4A00C124D40481A333F9D6D4940,74.91657968405308,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
68,,KAZ,RUS,0102000020E610000002000000E48075AC59D64940366899F7CD684940D80DBE787EB049409B760C34F6D14940,93.70393844674192,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
72,,KAZ,RUS,0102000020E610000002000000C6655B080F655440B420410D4FE04940492130CC81A154400B3D4228EE064940,200.26374599077505,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
73,,KAZ,RUS,0102000020E610000002000000D2BBB6EAE944534068D2C68048284A40CCE0D1C71D5C5440255449E358E74940,304.4311511694887,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
74,,KAZ,RUS,0102000020E610000003000000A8F508D506774D40C9FA39450DE2494087127D7FD1564D401C46DEF6DBDF4940ECC59C9427B94C40769C308252574940,164.06951983580163,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
75,,KAZ,RUS,0102000020E6100000020000001FD611FBCCCE49409E2C0DE3726549406424C9DA34864840151079DAC4B24940,191.9736046204067,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,lines-existing_0.geojson,,43:06.6,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
77,386065611,KAZ,UZB,0102000020E610000017000000F4A3E194B941514004B05CCA54DE4440BA21D797B64151406DD795E01EDE44407347A412C3415140CD94D6DF12DD444036FC130173415140E04BE141B3DB4440B6C1E4A1CA415140EDD3F19881D94440DEDAD31F2B455140C9B72D80DFD84440E94A5F63F2505140E721AEF776D94440566C825EEE515140756BE399E1D844407AEC1D247A53514059130B7C45D9444029B2D650EA5451404065A1421ADB4440AF6C301E6F5551404377A45588DC4440B45549649F5651407CD3F4D901DC44404F88CAD0C2565140DD7FBFF3E6DB44403D16365E15565140C960206349D2444069EB96D3D45851409AD99DA4AFC044402FB1E88CDE585140CBFB935396C044400D5EAA88895551405D6F9BA910BD4440F0ECE18137555140176D44E680BA4440CCA9AE8D4256514008C3256CE4B84440D278D8FA5856514075AB8CEB84B84440ADA00ED0A25551409B54D91C8CB54440F69095044D5551406060B1E144B54440DED5613B4E55514050CE064FD7B44440,70.81709897465547,220,HV,,,AC,operational,,3,Land,,Medium,0.6,{OSM},multi_method,OpenStreetMap,,43:19.7,10:44.8,,,,,,{OSM},{},10:44.8
78,359681529,KAZ,UZB,0102000020E610000022000000107C670F0F355140A039460D018E44403583537A81355140288E4D3CB18F4440DEA5796C70365140DB24F5543D8F4440C4F473F945375140ED8D10D4DF8F4440BF620D1739385140BBF7CB82E4904440775D09EE513851404BFF379B33914440A46BCB257A3851404A3C45B357914440C778DED7923851404F0306499F91444034E32318BD385140F35BCF6B4792444020CF2EDFFA3851407A8F8E064B944440FA4BE6B3973A5140F0294A534E974440164ACBED033B5140D15790662C974440E46E6B66883D5140A8EBE4677E994440658EE55D753F5140E768FA91C79B4440D29D712BCE3F51407EA603FE959C444047CDB2823A40514074ED0BE8859C4440549A8356964051404D9539A7A39C444025CB4928FD405140047A3C88F89C444036792524AD415140944440CFB09C4440C216BB7DD6415140DFE6E84C359D4440F6FDE5A4C141514090CA0347B89D4440171D7F58254251402ABA3F28399F4440CB57B89B96435140045F2C674AA34440169BA0971B4451404CC862F60DA54440D9A0E52FE3445140B3A0E69AB8A644405FCC3BF317455140E76D11BD31A74440F9AEF7D15F445140A1E52FE35CAA4440024C74F192445140C4A4AE6B6AAB4440FC9EA234654551404381881E42AD4440F4D83B487445514056B6B4BF58AD4440F2C7597D9A455140786407F071AD4440208F2AD4E4455140C1CF132A93AD44403FC7478B33465140160CF846BEAD4440E8C479933A46514003B34291EEAD4440,40.607499415599804,220,HV,,,AC,operational,,3,Land,,Medium,0.6,{OSM},multi_method,OpenStreetMap,,43:19.7,10:44.8,,,,,,{OSM},{},10:44.8
79,359695488,KAZ,UZB,0102000020E610000023000000F8F829334A3651400F18DAEF3F8F444044C2F7FE86355140CEF11B70A78F444081E9B46E0335514020BF6D5CB58D4440CC3450CFF1345140851B3A877C8D44407CF1457BBC345140E71DA7E8488C44400E08BEB387345140F3D2A81B838B4440016A6AD9DA33514079454B79088B44402015B5EAA9335140799274CDE4894440FD95DFB3BF335140C498F4F7528944400021EDDA39335140622F14B01D8844403C22F0D12C325140BAE7AF462C8644406D116278B63151402AEC585B678544404C14C6BB4831514041857E0118844440A4EF7F91E13051404B8B9F6B04834440CF6B47CCC73051404010C58954814440FA66F6D4C5305140E6EB32FCA7804440419C871398305140B2344B5D8D7F4440730866964E305140994BAAB69B7E4440BE54C785DE2F5140E8A628F27F7D4440FA731B1E0C2F51400E36D0D7877C44409D876E51C12E51405B441493377B444007DE7F1AAD2E51403B8501F0F47A44403B600D068D2E5140A64819CCBA7A4440C58EC6A17E2E514040E9FAF48E7A4440F0E1ED9C412E51408F22C6C6177A4440D5F25E10EC2D51401EF7521D177A4440CE339B6CA82D5140C26A2C616D7944404B3D0B42F92C5140A9F34D3F4D794440D3DE3BC5052B5140ACCEC53AB07744405D97D013052B5140FEE0325D3E774440F59210F6372B51406429ED6877764440164ACBED032B5140A551DC4CE07444405F24592CEA2A5140540E773FB8744440A3265536872A5140476B56C73B724440B891B245D22A51402145532C6D704440,34.36949070423602,220,HV,,,AC,operational,,3,Land,,Medium,0.6,{OSM},multi_method,OpenStreetMap,,43:19.7,10:44.8,,,,,,{OSM},{},10:44.8
80,,KAZ,UZB,0102000020E6100000050000003F57EA197B575140F8FD55533BC74440BD213F0F355851406BAA69DAB6B54440454981093861514072907A1976AC44409330F8B48E60514054F98B0FD9C74440C2BB89FD236B5140DA012D6942D64440,71.87104591105225,,,,,AC,operational,,,Land,,Medium,0.8,{EnergyData.INFO},energydata_geojson,existingtransmissionlines_0.geojson,,43:19.7,10:44.8,,,,,,{EnergyData.INFO},{},10:44.8
81,,KAZ,UZB,0102000020E6100000020000005DB1E3AFF26A5140917451B004C544408766AB3806845140410EED1399EA4440,46.12431923335958,,,,,AC,operational,,,Land,,Medium,0.8,{EnergyData.INFO},energydata_geojson,existingtransmissionlines_0.geojson,,43:19.7,10:44.8,,,,,,{EnergyData.INFO},{},10:44.8
82,,KAZ,UZB,0102000020E610000004000000A30FECEEAC5F51400527CF9359AB444075933BAE88565140DDCE377208AC4440E0BE1102CD4F5140B2D062572AB04440712258959C4B5140B155D1EBDECE4440,48.672803226097344,,,,,AC,operational,,,Land,,Medium,0.8,{EnergyData.INFO},energydata_geojson,existingtransmissionlines_0.geojson,,43:19.7,10:44.8,,,,,,{EnergyData.INFO},{},10:44.8
83,,KAZ,UZB,0102000020E610000002000000F0A3CC4AB0225140C8479DFA315744403DC6A2FB57445140C1A8EA8D4F584440,44.46338370622705,,,,,AC,operational,,,Land,,Medium,0.8,{EnergyData.INFO},energydata_geojson,existingtransmissionlines_0.geojson,,43:19.7,10:44.8,,,,,,{EnergyData.INFO},{},10:44.8
84,,KAZ,UZB,0102000020E6100000180000006F07425E77BA5140344CE4B74A60444035193B1F0EC251406F39B3982C4A44402F06268DF1CC51405AED93D68B5244407AF3576F36D35140E591E68F173B44400BBBA6A1A3EA51407B9B3800903F44400439D92DAA085240A96CB4FEFC514440E4006FD4781B5240F78853789A6144409500286017205240984C7809C27144400F25EF3E69215240B484780D00A14440EC482835F82B5240FF2EBEE540EC44402ADB8B24A12C524068DA4130F90E4540F8343E46B7445240CC9DBD712016454012EBDA2BEF4F52403EC8D460FF4645403CA0A2B40269524049C2D2AF967045400656F825D978524038BAB7B1F8B74540BE2EB2301AA15240D82177406FCA45404C000BC999335340FCF89D327FDE45404B6FC3AA76205340542CFF77C9E845404696C22BD4FC52401C370E8C04F94540168F37DC2E58524064B4BF6742AB4640507D3E1B985052406E058888BBDC46407C107767654352405A2DA295ED644740EBD96F531B3F5240D080F5CFF37A4740125A930DCC3C5240A16B53847A9D4740,1285.9573175669677,,,,,AC,operational,,,Land,,Medium,0.8,{EnergyData.INFO},energydata_geojson,existingtransmissionlines_0.geojson,,43:19.7,10:44.8,,,,,,{EnergyData.INFO},{},10:44.8
85,230767385,ARG,PRY,0102000020E6100000050000004EA8966368594CC037339F18FE7C3BC0543BC3D496594CC00C789961A37C3BC03EB14E95EF594CC08450943AB77B3BC0D88D2DBAAB5D4CC0C8E47915BE7B3BC0772BF0BA235E4CC05D595826B27B3BC0,3.9346285014684814,500,EHV,,,AC,operational,,3,Land,,High,0.6,{OSM},multi_method,OpenStreetMap,,43:19.7,10:44.8,,,,,,{OSM},{},10:44.8
87,246142380,TKM,UZB,0102000020E61000001700000024FFDD4C96EE4F40A338EC63AAC3434075C2F0B677EE4F40F649496AFCC343406E36B11B11F04F407E4402FC09C64340ACEFB215EAEF4F400B5F5FEB52C8434037EFEEB72CED4F408F99FA2FC6C94340FCDC75DB2AE94F4033B385D679CA4340F0B5B1231FDA4F40EE55D0590BCD434041440F2153C74F409DB8C1F5CDC843400EA48B4D2BB24F4019349996FDC34340FD112B48D8AF4F4050CF712486C343405221C3CF24AF4F40718FA50F5DC343409187197508AD4F407DEFCA89D1C243408DD31055F8A04F409D6C5E3013C04340A2444B1E4F9F4F401A976027ABBF4340F5D2B947DB9E4F4000E1438996BF434092088D60E39B4F40BC17A941E2BE4340F25D4A5D329B4F404C81165CBDBE434041DFCC9EBA954F4077B4BB5175BD43404D7276210C944F40FBDEF0CC15BD43402C68B51BD8824F40A736829E17B94340CB30EE06D17C4F403219332EC1B4434047DEDEDA2E784F4036E3D98AA2B54340B2C92B2169734F4071D52B1B8CB34340,93.23876598095393,500,EHV,,,AC,operational,,3,Land,,High,0.6,{OSM},multi_method,OpenStreetMap,,43:25.9,10:44.8,,,,,,{OSM},{},10:44.8
97,,TKM,UZB,0102000020E61000000C000000571B5BB0B4495040963F09E918234340401E0BA87F525040091D17D0B51B4340F0E32C284B735040F08C780E493B4340DAED1FF6527C5040132287FED7534340D9E6DC1F167C50404C1ACAA126624340F78F081D71705040975E02FF516A4340DADF9949D97B504022DC2B4509704340C8B8B73B37835040CCBE2A042C974340E18ADB68FE7750407CAA0BBCAB9B4340A9D94F37DD7A5040A901D25648B44340256016286E5D50404AE2830974164440395D6630A354504078F019152B414440,342.09303473656917,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,existingtransmissionlines_0.geojson,,43:38.7,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
98,,TKM,UZB,0102000020E61000000F00000094D7BD993343504072799A0A53D94340598F2A96C83550400BAFA1B262B343402548D9C0F71850406F7FB3BA0EC84340AA6DE2CDE30A50400409A447D3E04340A6768D7050D04F4055DA13CE21DA43408BB90F026DEC4F4020D5A92C48BB4340E44BE0C28BEB4F4070A83D40269743405997A6223BC94F40503E441EA8984340B351B89251954F4039D650F907824340337C31E4543D4F4049EA67E0040843402D59607974264F40307ED4BA1CDE42404697BC5BBDEA4E40091B324085CE4240A416387459C44E409B84D183C2A942404F62D876F49E4E401AB793BFD7954240AC895A342A8E4E40A8DFE3E802924240,572.4250274315997,,,,,AC,operational,,,Land,,High,0.9500000000000001,{EnergyData.INFO},energydata_geojson,existingtransmissionlines_0.geojson,,43:38.7,10:44.8,,,,,,"{EnergyData.INFO,'UN Comtrade'""}""",{},10:44.8
89,586613120,TKM,UZB,0102000020E6100000110000004A969350FAED4D40E66FE7678FEF4440EA14F5937BED4D40612C1DBD2BF444402CCDF79D70EE4D406DFA5866B6F94440EE2D9BEF96EE4D4042D5438F73FA44407F40B15FC1EA4D408EDB792CC7FF444025CE8AA889D94D407EC34483140D45408A6FCDC243D84D4040B7E1C1600F454034000AE4C8D74D40C9BD0A3A6B13454078865FA05AD44D4079C1F1C6931345400119952FC3CD4D40568E7F55E416454038FE9F1E36C64D40E67228E89B2045401D2E837BAFC54D403C17467A512145401BBEE02E56C54D40C38366D7BD2145406B4AB20E47C54D401DA4F1553C224540877AB07BE1C34D40F46A80D25024454055617D4D20C64D409902E32A60284540A647533D99C64D40E1EB6B5D6A284540,61.263713870644594,220,HV,,,AC,operational,,3,Land,,High,0.75,{OSM},multi_method,OpenStreetMap,,43:38.7,10:44.8,,,,,,"{OSM,'UN Comtrade'""}""",{},10:44.8
90,314201298,TKM,UZB,0102000020E6100000040000001965EC3A8A5E5040F76F03E385284340E652019C835E5040B856201F992843402956B208EA59504031B66B9D13284340B438639893595040FE24E3BD0F284340,6.837686501813037,220,HV,,,AC,operational,,3,Land,,High,0.75,{OSM},multi_method,OpenStreetMap,,43:38.7,10:44.8,,,,,,"{OSM,'UN Comtrade'""}""",{},10:44.8
91,314248723,TKM,UZB,0102000020E610000009000000F887D283A77B50400C2BCBC639334340056F48A302765040E6BE8BAD562F4340198F52094F695040783AA1212D26434010FF55EC54625040777C201E2E1C434076453A4D30625040BC61365C3F1C4340DCBF0D8C175B50400AAD3DA2F8134340239F573C755450403A634E8699074340D7416F3BFE535040E813799274074340C4C7CCAAF45350406D57E88365074340,67.45254496116125,220,HV,,,AC,operational,,3,Land,,High,0.75,{OSM},multi_method,OpenStreetMap,,43:38.7,10:44.8,,,,,,"{OSM,'UN Comtrade'""}""",{},10:44.8
92,303230888,TKM,UZB,0102000020E610000008000000D3612AA2CBF44E40B1868BDCD38844404D124BCADDF44E405331DF0BDD88444064CE33F625F54E40537B116DC7884440E11EF06547F74E40C839FB14118844402F14556419F94E404D8D8642BA884440A0FB7266BBFA4E4017F2086EA48944408EB344C2521E4F409620C8E64F8D44408471265C7E424F402CDE23F6648D4440,51.760299361518356,220,HV,,,AC,operational,,3,Land,,High,0.75,{OSM},multi_method,OpenStreetMap,,43:38.7,10:44.8,,,,,,"{OSM,'UN Comtrade'""}""",{},10:44.8
93,1217719636,TKM,UZB,0102000020E61000000B000000E81D5D5B2EF54E40344289E0C98844407AFF1F274CF54E40B73066A60F8944405559CAE836F64E40DE6AE74537894440503B57EFCBF84E40EAFDEB81FB884440D291B7B7B6FB4E40ABE39DE85F8B4440CAAC399BE9FB4E40A27FDD44888B44407D810F142EFC4E4054A9D903AD8B44405260014C19FC4E40A9D7D248F08B4440F78CE9AE91FB4E406FE70CD6498C44407F7676E8AAFB4E40171DDA11988C444004BA40930EFC4E409B38B9DFA18C4440,7.027544874932553,220,HV,,,AC,operational,,3,Land,,High,0.75,{OSM},multi_method,OpenStreetMap,,43:38.7,10:44.8,,,,,,"{OSM,'UN Comtrade'""}""",{},10:44.8
